cell_id,lat,lon,theta,salt,dT_dx,dT_dy,dS_dx,dS_dy,f_coriolis,obs_u,obs_v,n_cycles
319,-25.0,-169.0,4.5752,34.3546,-0.02843,-0.09548,0.00219,0.01214,-6.1635e-05,-0.0182,0.0033,232
323,-17.0,-169.0,3.8525,34.4919,0.0183,0.07843,0.00076,0.0156,-4.264e-05,0.0049,-0.0006,240
325,-13.0,-169.0,4.3113,34.5142,0.01984,0.04995,0.00077,0.00362,-3.2807e-05,0.0008,-0.0006,239
326,-11.0,-169.0,4.4046,34.5244,-0.01426,0.01438,0.00077,0.00504,-2.7828e-05,-0.0006,-0.0002,206
327,-9.0,-169.0,4.437,34.5333,0.01124,0.05543,-0.00031,0.00211,-2.2815e-05,0.0007,0.0014,371
329,-5.0,-169.0,4.5491,34.5458,0.0019,0.02315,0.00026,0.00113,-1.2711e-05,0.0126,0.0017,193
331,-1.0,-169.0,4.5555,34.552,0.01666,0.01929,-0.0002,0.00128,-2.545e-06,-0.001,0.0013,313
333,3.0,-169.0,4.5482,34.5564,-0.01171,0.02131,0.00062,0.00068,7.633e-06,0.0078,-0.0004,193
334,5.0,-169.0,4.5479,34.5579,-0.01213,-0.02038,0.00041,0.00151,1.2711e-05,-0.0037,-0.0004,271
335,7.0,-169.0,4.5889,34.5584,0.00332,0.03162,-0.00016,-0.00065,1.7774e-05,0.0005,0.0012,246
337,11.0,-169.0,4.5705,34.5507,0.01338,-0.02468,-0.0001,-0.00179,2.7828e-05,-0.0113,0.0022,307
338,13.0,-169.0,4.4968,34.5434,-0.00065,-0.02643,-0.00078,-0.00445,3.2807e-05,0.0099,0.0008,118
340,17.0,-169.0,4.3781,34.5278,-0.01054,-0.004,-0.00018,-0.00448,4.264e-05,-0.0064,0.0004,153
342,21.0,-169.0,4.1207,34.5007,-0.0041,-0.07407,0.00269,-0.011,5.2265e-05,0.0005,-0.002,245
344,25.0,-169.0,3.8626,34.4202,-0.0324,-0.06531,0.00169,-0.03054,6.1635e-05,-0.0001,0.0059,57
346,29.0,-169.0,3.6698,34.3337,-5e-05,-0.01542,0.0051,-0.01472,7.0706e-05,-0.0027,-0.0011,172
347,31.0,-169.0,3.6361,34.3068,0.01663,-0.02544,0.00622,-0.00847,7.5114e-05,-0.0051,-0.0033,186
348,33.0,-169.0,3.5573,34.2948,-0.00876,-0.03583,0.00416,-0.00296,7.9431e-05,-0.0027,-0.0008,182
349,35.0,-169.0,3.4834,34.2964,-0.02129,-0.03026,0.00246,0.00412,8.3652e-05,-0.0058,0.0001,121
350,37.0,-169.0,3.4354,34.3024,-0.01898,-0.02909,-0.00101,0.00207,8.777e-05,0.001,-0.002,94
352,41.0,-169.0,3.2608,34.3288,0.00875,-0.05421,-0.00368,0.00985,9.5681e-05,0.0128,-0.0012,40
353,43.0,-169.0,3.1382,34.3472,0.02574,-0.05802,-0.0036,0.00697,9.9464e-05,0.0013,0.0021,70
354,45.0,-169.0,2.9785,34.3681,0.01914,-0.07962,-0.00221,0.01056,0.000103126,0.0082,0.0019,88
355,47.0,-169.0,2.8367,34.3838,0.02027,-0.04853,-0.00249,0.00453,0.000106662,0.0121,0.0037,222
358,55.0,-169.0,2.8445,34.3373,0.01209,0.00876,-0.00611,-0.00891,0.000119467,-0.0038,0.0055,293
359,-73.0,-167.0,1.135,34.7226,0.00514,-0.00422,-0.00067,-0.00183,-0.000139469,-0.0091,0.0064,16
361,-63.0,-167.0,1.5756,34.734,-0.10513,0.26449,-0.00135,0.00143,-0.000129946,0.0242,-0.0004,98
362,-61.0,-167.0,2.1382,34.6927,-0.0258,0.21367,0.00676,-0.03845,-0.000127556,0.048,0.0009,145
363,-59.0,-167.0,2.3836,34.6196,-0.01782,0.04312,0.00769,-0.02376,-0.000125011,0.0185,0.007,163
364,-57.0,-167.0,2.5466,34.5423,0.00125,0.0963,-0.00033,-0.04046,-0.000122313,0.0329,0.0027,268
365,-55.0,-167.0,2.7099,34.4796,0.02567,0.08277,-0.00314,-0.02406,-0.000119467,0.0115,-0.0044,245
366,-53.0,-167.0,3.1562,34.3955,0.01957,0.26464,1e-05,-0.03936,-0.000116475,0.0524,-0.0124,205
367,-51.0,-167.0,3.8,34.3418,0.10895,0.46591,-0.00539,-0.01322,-0.000113341,0.0674,-0.013,225
368,-49.0,-167.0,4.9901,34.3296,-0.13618,0.30843,-0.00413,0.00162,-0.000110068,0.0503,0.0051,271
369,-47.0,-167.0,5.5526,34.3401,-0.11026,0.27053,-0.00271,0.00528,-0.000106662,0.0238,0.0105,262
370,-45.0,-167.0,5.758,34.3447,0.02078,-0.05611,-0.00404,0.00024,-0.000103126,-0.0075,-0.0023,224
371,-43.0,-167.0,5.5468,34.3491,-0.01562,-0.06382,-0.00777,0.00368,-9.9464e-05,-0.0191,-0.0136,259
372,-41.0,-167.0,5.4803,34.35,-0.05841,-0.05417,-0.00807,-0.00579,-9.5681e-05,0.0026,-0.0011,257
373,-39.0,-167.0,5.333,34.3382,-0.05387,-0.08942,-0.0057,-0.0004,-9.1781e-05,-0.0059,-0.003,285
376,-33.0,-167.0,5.0478,34.3289,0.00254,-0.02094,-0.00081,0.00112,-7.9431e-05,-0.0056,0.0041,225
377,-31.0,-167.0,4.9846,34.3286,-0.01526,-0.03111,-0.00195,0.00012,-7.5114e-05,-0.0037,0.0002,305
378,-29.0,-167.0,4.8938,34.3303,-0.02976,-0.04619,-0.00019,0.00063,-7.0706e-05,-0.0059,0.0014,294
379,-27.0,-167.0,4.7679,34.3358,0.00514,-0.0814,5e-05,0.00603,-6.6211e-05,-0.0157,-0.0022,236
380,-25.0,-167.0,4.5423,34.3575,-0.00148,-0.10175,-0.00053,0.01187,-6.1635e-05,-0.0157,-0.0017,269
381,-23.0,-167.0,4.3618,34.3888,-0.01676,-0.0835,-0.00163,0.0173,-5.6985e-05,-0.0153,0.0059,196
382,-21.0,-167.0,4.145,34.4292,0.00071,-0.09389,-0.00224,0.01836,-5.2265e-05,-0.0097,-0.0035,196
383,-19.0,-167.0,3.9096,34.4624,-0.00147,-0.10814,0.00096,0.01093,-4.7482e-05,-0.0096,-0.0022,96
384,-17.0,-167.0,3.8777,34.4929,0.00511,0.08203,0.00076,0.0143,-4.264e-05,0.0062,-0.0006,216
385,-15.0,-167.0,4.089,34.5115,-0.00614,0.11921,-0.00125,0.00117,-3.7747e-05,-0.0039,0.0012,218
386,-13.0,-167.0,4.3164,34.5139,-0.00614,0.04127,-0.00111,0.00407,-3.2807e-05,0.0003,-0.0003,260
388,-9.0,-167.0,4.4428,34.5326,-0.00644,0.05414,-0.00054,0.00243,-2.2815e-05,-0.0008,0.0,270
389,-7.0,-167.0,4.4756,34.5434,0.00402,-0.013,-4e-05,0.00551,-1.7774e-05,0.0062,-0.0014,251
391,-3.0,-167.0,4.5038,34.5505,-0.0168,-0.00992,0.00041,0.00089,-7.633e-06,-0.037,-0.0015,189
393,1.0,-167.0,4.5742,34.555,0.00785,-0.00511,4e-05,0.00108,2.545e-06,-0.0232,-0.0002,333
395,5.0,-167.0,4.5437,34.5581,0.00889,-0.01936,-0.00013,0.00121,1.2711e-05,-0.0015,0.0024,191
396,7.0,-167.0,4.5786,34.5579,-0.00698,0.02996,-0.00045,-0.00114,1.7774e-05,-0.0012,-0.0009,217
397,9.0,-167.0,4.5851,34.556,0.00893,-0.00845,-0.00064,-0.00168,2.2815e-05,-0.0138,0.0043,135
400,15.0,-167.0,4.4517,34.5344,0.01079,-0.03803,-0.00037,-0.0032,3.7747e-05,-0.0112,0.0037,145
401,17.0,-167.0,4.3822,34.5251,0.00879,-0.01655,-0.00156,-0.00508,4.264e-05,-0.0094,0.0024,123
403,21.0,-167.0,4.1512,34.5042,0.01531,-0.06274,-0.00049,-0.00991,5.2265e-05,0.0055,0.0016,189
404,23.0,-167.0,3.9854,34.4702,0.01795,-0.06257,-0.00152,-0.01847,5.6985e-05,-0.0069,-0.0016,101
405,27.0,-167.0,3.7466,34.373,0.01802,-0.0006,0.0042,-0.01857,6.6211e-05,-0.0047,-0.0031,117
406,29.0,-167.0,3.7077,34.3404,0.02303,-0.03754,0.00396,-0.01163,7.0706e-05,-0.0029,0.0001,83
408,33.0,-167.0,3.5228,34.2997,-0.01109,-0.04092,-0.00208,-0.00398,7.9431e-05,-0.0046,-0.0003,208
411,39.0,-167.0,3.377,34.3047,0.00017,-0.02434,-0.00132,0.00396,9.1781e-05,-0.0009,-0.0034,100
419,-65.0,-165.0,0.9509,34.7159,-0.08101,0.10701,-0.00141,0.00311,-0.000132178,0.0173,0.0117,24
420,-63.0,-165.0,1.4822,34.7317,-0.09704,0.31337,-0.00291,0.00498,-0.000129946,0.0383,0.0116,83
421,-61.0,-165.0,2.0946,34.7027,-0.05775,0.21542,0.01056,-0.03192,-0.000127556,0.0399,0.0157,150
422,-59.0,-165.0,2.3586,34.6294,-0.02645,0.06217,0.01002,-0.03013,-0.000125011,0.0291,0.0084,175
424,-55.0,-165.0,2.6956,34.4925,-0.04883,0.12924,0.02124,-0.03989,-0.000119467,0.0329,0.0207,247
425,-53.0,-165.0,3.163,34.3964,-0.06765,0.25309,0.00942,-0.03595,-0.000116475,0.0559,0.0137,192
426,-51.0,-165.0,3.778,34.3404,-0.15654,0.37364,0.00726,-0.01536,-0.000113341,0.0502,0.0044,244
428,-47.0,-165.0,5.3882,34.3357,-0.04708,0.38364,-0.00197,0.00522,-0.000106662,0.042,0.0,286
431,-41.0,-165.0,5.3625,34.3366,-0.07261,-0.04444,-0.00603,-0.00153,-9.5681e-05,0.0022,-0.0008,197
433,-37.0,-165.0,5.0657,34.327,-0.0426,-0.02345,-0.00276,-0.0017,-8.777e-05,-0.0086,-0.0016,301
434,-35.0,-165.0,5.0442,34.3245,-0.00479,0.01246,-0.0021,-0.0004,-8.3652e-05,-0.0043,0.0019,401
435,-33.0,-165.0,5.0671,34.3261,0.00158,-0.01956,-0.00259,0.00033,-7.9431e-05,-0.0026,0.0016,331
436,-31.0,-165.0,4.9912,34.324,0.008,-0.05324,-0.00223,-5e-05,-7.5114e-05,-0.007,0.0062,222
438,-27.0,-165.0,4.7599,34.3369,-0.02737,-0.08334,0.00066,0.00514,-6.6211e-05,-0.0108,0.002,301
439,-25.0,-165.0,4.506,34.357,-0.03315,-0.12463,0.00093,0.01361,-6.1635e-05,-0.0163,0.0029,306
440,-23.0,-165.0,4.3188,34.3884,-0.02085,-0.05756,0.00285,0.01335,-5.6985e-05,-0.0095,-0.0039,185
441,-21.0,-165.0,4.1675,34.4274,0.00395,-0.08655,0.00363,0.02121,-5.2265e-05,-0.0122,0.0017,243
442,-19.0,-165.0,3.9171,34.4647,0.00706,-0.1068,0.00251,0.01218,-4.7482e-05,0.0011,-0.0003,200
445,-13.0,-165.0,4.3014,34.5126,-0.00521,0.0572,0.00037,0.00538,-3.2807e-05,0.0024,0.0004,208
446,-11.0,-165.0,4.4236,34.526,0.00034,0.02828,0.00064,0.00435,-2.7828e-05,0.0011,0.0017,242
447,-9.0,-165.0,4.4403,34.531,0.01194,0.03683,-0.00061,0.00125,-2.2815e-05,-0.0011,-0.0002,270
448,-7.0,-165.0,4.4817,34.5419,-0.00308,-0.00215,-0.00106,0.0064,-1.7774e-05,0.0067,0.0006,228
449,-5.0,-165.0,4.552,34.5473,-0.00358,0.01985,0.00011,0.00126,-1.2711e-05,0.0224,0.0023,197
451,-1.0,-165.0,4.5594,34.5522,0.00496,0.01884,0.00058,0.0012,-2.545e-06,0.0179,-0.0013,228
454,5.0,-165.0,4.5669,34.5566,0.00727,-0.0281,-0.00096,0.00099,1.2711e-05,0.0095,0.0019,187
456,9.0,-165.0,4.5569,34.5555,-0.02358,-0.01614,0.00045,-0.00111,2.2815e-05,-0.0061,0.0004,178
458,13.0,-165.0,4.4477,34.5435,0.00711,-0.01467,0.00108,-0.00329,3.2807e-05,0.0049,-0.0032,164
459,15.0,-165.0,4.428,34.5344,-0.02099,-0.02408,0.00038,-0.0041,3.7747e-05,-0.0099,-0.0018,128
461,19.0,-165.0,4.2427,34.5179,-0.00727,-0.07457,0.00118,-0.00241,4.7482e-05,0.0028,0.0009,127
462,21.0,-165.0,4.1248,34.5037,-0.03777,-0.03823,-2e-05,-0.01022,5.2265e-05,0.005,-0.0016,236
463,23.0,-165.0,4.0025,34.4674,-0.01265,-0.07279,-0.00181,-0.02206,5.6985e-05,-0.0035,0.0021,172
466,29.0,-165.0,3.7126,34.3531,-0.00652,-0.05895,0.00544,-0.01689,7.0706e-05,0.0006,0.0006,77
467,31.0,-165.0,3.5676,34.3209,-0.00514,-0.04069,0.0066,-0.01062,7.5114e-05,-0.0026,-0.0014,129
468,33.0,-165.0,3.5227,34.2979,0.00242,-0.02288,0.00189,-0.00623,7.9431e-05,-0.0041,-0.0019,383
470,37.0,-165.0,3.4255,34.2976,0.00541,-0.01753,-0.00137,0.00246,8.777e-05,0.0022,-0.0012,111
471,39.0,-165.0,3.365,34.3064,-0.0051,-0.0344,0.00078,0.00494,9.1781e-05,-0.0021,-0.0005,207
472,41.0,-165.0,3.2614,34.3237,0.00143,-0.06053,-0.00046,0.01082,9.5681e-05,0.0012,-0.0019,97
473,43.0,-165.0,3.148,34.3425,0.00351,-0.03515,-0.00319,0.00604,9.9464e-05,0.0001,0.0008,144
474,45.0,-165.0,3.0341,34.3609,0.01635,-0.07599,-0.00345,0.01139,0.000103126,0.0104,0.0045,95
475,47.0,-165.0,2.8881,34.3792,0.01061,-0.05156,-0.00138,0.00499,0.000106662,0.0103,0.0045,238
476,49.0,-165.0,2.7773,34.3926,-0.00277,-0.04392,-0.00083,0.00673,0.000110068,0.0089,-0.0016,196
477,51.0,-165.0,2.7109,34.407,-0.00024,-0.00967,0.00213,0.00466,0.000113341,0.009,0.0009,146
478,53.0,-165.0,2.7869,34.3961,0.02019,0.08023,0.00658,-0.01592,0.000116475,-0.0281,-0.0177,107
479,-65.0,-163.0,0.8962,34.7153,-0.04399,0.04627,-0.00033,0.00051,-0.000132178,0.0031,0.0076,38
483,-57.0,-163.0,2.4373,34.5919,-0.06455,0.03659,0.02885,-0.01682,-0.000122313,0.009,0.0264,210
485,-53.0,-163.0,3.0413,34.4151,-0.03921,0.19343,0.00633,-0.03246,-0.000116475,0.0336,0.0205,161
486,-51.0,-163.0,3.5189,34.3578,-0.12423,0.29915,0.00992,-0.01997,-0.000113341,0.0529,0.0361,241
487,-49.0,-163.0,4.5348,34.3296,0.12592,0.53524,0.0015,-0.00353,-0.000110068,0.0719,-0.0266,217
488,-47.0,-163.0,5.5008,34.3338,0.13667,0.24524,-0.0012,0.00296,-0.000106662,0.0245,-0.0131,238
489,-45.0,-163.0,5.5167,34.3342,-0.05615,-0.11666,-0.00189,-0.00097,-0.000103126,-0.0106,0.0059,271
491,-41.0,-163.0,5.2668,34.3301,-0.04491,-0.05738,-0.0021,-0.00019,-9.5681e-05,0.0018,0.0063,167
492,-39.0,-163.0,5.09,34.3271,-0.03976,-0.0673,-0.00148,-0.00143,-9.1781e-05,-0.0017,0.0,380
493,-37.0,-163.0,4.9677,34.3254,-0.03019,-0.02918,-0.00031,-0.00105,-8.777e-05,-0.0117,-0.0013,225
494,-35.0,-163.0,5.0176,34.323,-0.02064,0.04722,0.00033,-0.0003,-8.3652e-05,-0.007,-0.0019,292
496,-31.0,-163.0,4.9562,34.3229,-0.04192,-0.03831,0.00081,0.00134,-7.5114e-05,-0.0057,0.0043,181
497,-29.0,-163.0,4.8703,34.328,-0.02088,-0.0415,0.00011,0.00294,-7.0706e-05,-0.0079,0.0026,275
499,-25.0,-163.0,4.4796,34.3587,0.00874,-0.09042,-0.00015,0.0159,-6.1635e-05,-0.016,0.0027,237
500,-23.0,-163.0,4.3268,34.3949,0.01086,-0.06464,0.00108,0.01341,-5.6985e-05,-0.0174,0.002,153
501,-21.0,-163.0,4.1528,34.4336,-0.00813,-0.07689,0.00111,0.02146,-5.2265e-05,-0.0139,0.0004,146
502,-19.0,-163.0,3.9329,34.468,0.00055,-0.10315,-0.00017,0.01142,-4.7482e-05,0.0029,-0.0013,168
503,-17.0,-163.0,3.8946,34.4947,0.0112,0.06229,0.00048,0.01063,-4.264e-05,0.0056,-0.0019,321
504,-15.0,-163.0,4.0817,34.5088,0.01195,0.11812,0.00032,0.00116,-3.7747e-05,-0.0012,0.0017,295
505,-13.0,-163.0,4.317,34.5126,0.01103,0.05673,-7e-05,0.00494,-3.2807e-05,0.0003,0.0011,161
506,-11.0,-163.0,4.4304,34.5262,-0.00088,0.02679,-8e-05,0.00571,-2.7828e-05,0.0023,0.0004,312
509,-5.0,-163.0,4.5507,34.5465,-0.00185,0.01076,-0.00048,0.0024,-1.2711e-05,0.0146,0.0039,161
511,-1.0,-163.0,4.546,34.5528,-0.00176,0.02292,7e-05,0.00018,-2.545e-06,0.0145,-0.0035,205
512,1.0,-163.0,4.58,34.5547,0.00015,0.00468,-0.00064,0.00124,2.545e-06,-0.0304,-0.0012,286
513,3.0,-163.0,4.5755,34.5562,-0.00019,0.01437,0.00014,-0.00019,7.633e-06,-0.0036,-0.0009,298
514,5.0,-163.0,4.5574,34.5565,-0.00713,-0.04045,0.00043,0.00139,1.2711e-05,0.0079,-0.0005,215
515,7.0,-163.0,4.5786,34.5571,-0.00257,0.02842,0.0009,-0.00085,1.7774e-05,0.0069,-0.0027,119
517,11.0,-163.0,4.5274,34.55,0.00266,-0.02014,0.00087,-0.00308,2.7828e-05,-0.0235,-0.0033,183
518,13.0,-163.0,4.4937,34.5436,0.01849,-0.00952,-0.0008,-0.00403,3.2807e-05,-0.0043,0.0029,123
519,15.0,-163.0,4.442,34.5338,0.02211,-0.03089,-0.00061,-0.00405,3.7747e-05,-0.0037,0.0023,123
520,17.0,-163.0,4.3606,34.5237,-0.01987,-0.04686,0.00052,-0.00442,4.264e-05,-0.007,-0.0042,171
523,23.0,-163.0,4.0131,34.4719,0.00146,-0.0352,-0.00261,-0.01684,5.6985e-05,-0.0059,0.0006,294
525,27.0,-163.0,3.7642,34.394,-0.01499,-0.01765,0.00475,-0.0151,6.6211e-05,-0.0005,0.0026,143
526,29.0,-163.0,3.7062,34.359,-0.00872,-0.04427,0.0028,-0.01691,7.0706e-05,-0.0012,-0.0023,242
527,31.0,-163.0,3.5781,34.3292,0.00353,-0.0435,0.00015,-0.00915,7.5114e-05,0.0003,0.0005,110
529,35.0,-163.0,3.4506,34.2923,-0.01798,-0.02612,0.00061,0.0007,8.3652e-05,-0.0029,-0.0017,365
531,39.0,-163.0,3.3618,34.3052,0.00045,-0.03879,-0.00212,0.00706,9.1781e-05,0.0008,-0.0022,185
532,41.0,-163.0,3.2765,34.3213,0.01508,-0.04236,-0.00244,0.00719,9.5681e-05,0.0082,0.0026,51
536,49.0,-163.0,2.7719,34.3915,0.00087,-0.04182,-0.00077,0.00697,0.000110068,0.0078,0.0021,157
537,51.0,-163.0,2.7121,34.4073,-0.00011,-0.01852,-0.00098,0.00691,0.000113341,0.0109,0.0065,146
538,53.0,-163.0,2.7656,34.4046,-0.02188,0.08183,0.00337,-0.01293,0.000116475,-0.0361,-0.0009,117
539,75.0,-163.0,-0.0564,34.8915,-0.01338,0.01295,-0.00517,-0.00364,0.000140873,0.0024,0.0069,14
541,-67.0,-161.0,0.9548,34.7188,0.01864,-0.01832,-0.00124,-0.00115,-0.000134248,-0.0076,0.0029,29
542,-65.0,-161.0,0.8731,34.7149,-0.00436,-0.01664,-0.0005,-0.00107,-0.000132178,0.0083,0.0043,29
543,-63.0,-161.0,1.2796,34.7252,-0.04963,0.37077,-0.00308,0.00743,-0.000129946,0.0403,0.0038,70
544,-61.0,-161.0,1.9973,34.7168,-0.02131,0.20593,0.00303,-0.01892,-0.000127556,0.0327,0.0009,151
546,-57.0,-161.0,2.3745,34.621,-0.03633,0.0475,0.01854,-0.02166,-0.000122313,0.0182,0.0137,192
547,-55.0,-161.0,2.6083,34.5259,-0.00579,0.17451,0.00277,-0.06171,-0.000119467,0.062,0.0049,188
548,-53.0,-161.0,3.1191,34.4027,0.10333,0.24325,-0.01566,-0.03942,-0.000116475,0.0504,-0.0183,175
549,-51.0,-161.0,3.5443,34.3549,0.15776,0.28016,-0.01218,-0.01243,-0.000113341,0.0305,-0.0201,253
550,-49.0,-161.0,4.8774,34.3307,0.33177,0.69351,0.00041,-0.00377,-0.000110068,0.0959,-0.0365,253
552,-45.0,-161.0,5.4532,34.3307,-0.04425,-0.08704,-0.00261,-0.00227,-0.000103126,-0.0039,0.0002,207
553,-43.0,-161.0,5.2982,34.3271,-0.04451,-0.06912,-0.00116,-0.00028,-9.9464e-05,-0.0091,0.0004,238
554,-41.0,-161.0,5.1789,34.3285,-0.08092,-0.05135,0.00033,0.00036,-9.5681e-05,0.0015,0.0043,155
557,-35.0,-161.0,4.9952,34.3224,-0.00627,0.04402,-0.00098,-0.00126,-8.3652e-05,-0.0056,0.0018,345
558,-33.0,-161.0,4.9975,34.3222,-0.01711,-0.04254,-0.00123,0.00025,-7.9431e-05,-0.0049,-0.0009,255
559,-31.0,-161.0,4.8932,34.3231,-0.0108,-0.05008,-0.00104,0.0019,-7.5114e-05,-0.0053,0.0019,303
560,-29.0,-161.0,4.8133,34.329,-0.01737,-0.03385,-0.00021,0.00278,-7.0706e-05,-0.0088,0.0004,252
562,-25.0,-161.0,4.4701,34.3577,-0.03313,-0.10201,0.00113,0.013,-6.1635e-05,-0.018,0.0043,200
563,-23.0,-161.0,4.2898,34.394,-0.03395,-0.06901,-0.00045,0.01682,-5.6985e-05,-0.0134,0.0007,151
564,-21.0,-161.0,4.1352,34.4379,-0.00381,-0.06608,0.0018,0.02223,-5.2265e-05,-0.0093,0.0007,180
565,-19.0,-161.0,3.936,34.468,0.00993,-0.09723,0.0,0.00977,-4.7482e-05,0.0049,-0.0002,198
566,-17.0,-161.0,3.9163,34.4948,0.00604,0.06654,-0.00032,0.01132,-4.264e-05,0.0049,0.0009,320
567,-15.0,-161.0,4.0749,34.5099,-0.00889,0.10638,-0.00021,0.00149,-3.7747e-05,-0.0004,-0.0016,402
568,-13.0,-161.0,4.3071,34.5146,-0.0103,0.06039,0.00114,0.00489,-3.2807e-05,0.0013,0.0005,293
569,-11.0,-161.0,4.4137,34.5265,-0.00695,0.02509,-0.00016,0.00642,-2.7828e-05,0.0042,-0.0011,323
570,-9.0,-161.0,4.465,34.5353,0.00192,0.05157,0.00067,-0.00049,-2.2815e-05,-0.0167,0.0005,144
573,-3.0,-161.0,4.5123,34.5523,-0.00064,-0.01211,-0.00049,0.00153,-7.633e-06,-0.024,0.001,204
574,-1.0,-161.0,4.5486,34.5529,-0.00078,0.01733,-8e-05,-4e-05,-2.545e-06,0.0155,0.0008,239
575,1.0,-161.0,4.57,34.5546,-0.00992,0.00058,0.00058,0.00127,2.545e-06,-0.0236,0.0027,291
577,5.0,-161.0,4.5645,34.5572,0.00854,-0.04151,0.00067,0.00126,1.2711e-05,-0.0022,-0.0015,202
578,7.0,-161.0,4.5836,34.558,0.0145,0.02111,6e-05,-0.00058,1.7774e-05,0.0149,0.0077,102
579,9.0,-161.0,4.5439,34.5564,0.00379,-0.01198,0.00014,-0.00157,2.2815e-05,0.0044,0.0028,206
581,13.0,-161.0,4.4784,34.5423,-0.01883,-0.01251,-0.00011,-0.00432,3.2807e-05,-0.002,0.003,119
582,15.0,-161.0,4.449,34.5337,-0.01577,-0.03763,9e-05,-0.00345,3.7747e-05,-0.01,0.0011,108
584,19.0,-161.0,4.2338,34.5153,-9e-05,-0.0704,-0.00185,-0.0032,4.7482e-05,0.0,0.0026,237
589,29.0,-161.0,3.6858,34.3611,-0.00787,-0.0481,-0.00031,-0.01959,7.0706e-05,-0.0027,0.0,215
590,31.0,-161.0,3.5817,34.3312,0.00093,-0.03175,0.00281,-0.00762,7.5114e-05,-0.0027,-0.0011,260
591,33.0,-161.0,3.5183,34.3142,-0.00737,-0.03701,0.0052,-0.00909,7.9431e-05,-0.0011,0.0004,155
592,35.0,-161.0,3.4277,34.2963,-0.00368,-0.02946,0.00122,-0.00346,8.3652e-05,-0.0028,-0.0031,223
593,37.0,-161.0,3.3966,34.2973,-0.0159,-0.00215,0.00138,1e-05,8.777e-05,-0.0006,-0.0003,297
594,39.0,-161.0,3.3473,34.3033,-0.0113,-0.03419,-0.00014,0.00608,9.1781e-05,0.0003,0.0005,197
595,41.0,-161.0,3.2869,34.3172,-0.00632,-0.03769,-0.00044,0.00545,9.5681e-05,-0.0001,0.0001,146
596,43.0,-161.0,3.1738,34.3319,-0.00826,-0.05077,0.00252,0.00835,9.9464e-05,0.0027,-0.0012,162
597,45.0,-161.0,3.0543,34.3545,-0.00284,-0.05864,0.00037,0.01145,0.000103126,0.0032,-0.0001,257
598,47.0,-161.0,2.9252,34.3746,0.00322,-0.06142,0.00031,0.00687,0.000106662,0.008,0.001,279
599,49.0,-161.0,2.7798,34.3914,0.00713,-0.05375,0.0006,0.00743,0.000110068,0.0068,0.0023,244
601,53.0,-161.0,2.7442,34.4075,-0.00783,0.05669,0.00108,-0.00823,0.000116475,-0.0098,0.0005,219
602,75.0,-161.0,-0.0532,34.8888,0.0065,0.02001,-0.00194,-0.0018,0.000140873,0.0011,-0.0078,17
604,-67.0,-159.0,0.9684,34.7181,0.01491,-0.01348,-2e-05,-0.00078,-0.000134248,0.0,-0.0005,47
605,-65.0,-159.0,0.8812,34.7144,0.01762,-0.04496,-0.00054,-0.00158,-0.000132178,0.004,0.0006,25
608,-59.0,-159.0,2.2084,34.683,-0.07786,0.06349,0.02308,-0.01452,-0.000125011,0.0134,0.0229,177
609,-57.0,-159.0,2.3435,34.638,-0.01842,0.0821,0.00904,-0.03442,-0.000122313,0.0293,0.005,193
610,-55.0,-159.0,2.5995,34.5303,-0.00888,0.16745,0.00268,-0.05899,-0.000119467,0.0498,0.012,222
611,-53.0,-159.0,3.1638,34.3979,-0.0615,0.29284,0.01063,-0.0481,-0.000116475,0.0561,0.0117,207
612,-51.0,-159.0,3.8632,34.3386,0.23941,0.51024,-0.00728,-0.0124,-0.000113341,0.0645,-0.0367,230
615,-45.0,-159.0,5.3784,34.3275,-0.04933,-0.11857,-0.00077,-0.00199,-0.000103126,-0.0043,-0.0036,210
616,-43.0,-159.0,5.1932,34.3264,-0.06357,-0.07366,-0.00092,0.0013,-9.9464e-05,-0.013,0.0094,267
617,-41.0,-159.0,5.0561,34.3286,-0.01941,-0.02801,-0.00167,-0.00023,-9.5681e-05,0.0026,0.005,241
618,-39.0,-159.0,5.0295,34.3243,0.00475,-0.03379,-0.00107,-0.00171,-9.1781e-05,-0.0073,0.0018,234
619,-37.0,-159.0,4.9283,34.3233,-0.02552,-0.01753,-0.00031,-0.00029,-8.777e-05,-0.004,-0.0023,337
620,-35.0,-159.0,4.9732,34.3209,-0.01441,0.02358,-0.00043,-0.00092,-8.3652e-05,-0.0069,-0.0014,317
621,-33.0,-159.0,4.9491,34.321,-0.02639,-0.02796,-0.00041,-1e-05,-7.9431e-05,-0.0035,0.0024,228
622,-31.0,-159.0,4.8808,34.3207,-0.02092,-0.04163,-0.00096,0.00094,-7.5114e-05,-0.0091,0.0021,255
623,-29.0,-159.0,4.8193,34.3259,0.00772,-0.03127,-0.0018,0.00329,-7.0706e-05,-0.0116,0.0023,206
624,-27.0,-159.0,4.6665,34.3376,-0.01484,-0.10337,-0.00055,0.00804,-6.6211e-05,-0.0148,0.0021,188
625,-25.0,-159.0,4.4192,34.3612,-0.00501,-0.09721,0.00055,0.0135,-6.1635e-05,-0.0136,0.0008,226
626,-23.0,-159.0,4.2598,34.395,0.00331,-0.05153,0.00025,0.01748,-5.6985e-05,-0.0101,-0.0003,191
